Kanjidic2 Heisig CSV header  3007 Heisig rows and max 12 meanings from first 12,155 entries (max 14 meanings)
String,String,String,String,String,String,String,String,String,String,String,String,String,String,String,String
存,926,5B58,684,suppose,be aware of,believe,feel,,,,,,,, 
孫,538,5B6B,1393,grandchild,descendants,,,,,,,,,, 
尊,927,5C0A,1439,revered,valuable,precious,noble,exalted,,,,,,, 
損,745,640D,666,damage,loss,disadvantage,hurt,injure,,,,,,, 
村,52,6751,208,village,town,,,,,,,,,, 
遜,,905C,2422,humble,modest,,,,,,,,,, 
他,334,4ED6,961,other,another,the others,,,,,,,,, 
多,163,591A,108,many,frequent,much,,,,,,,,, 
太,164,592A,120,plump,thick,big around,,,,,,,,, 
汰,,6C70,2316,luxury,select,,,,,,,,,, 
詑,,8A51,2718,deceive,delude,,,,,,,,,, 
唾,,553E,2165,saliva,sputum,,,,,,,,,, 
堕,1539,5815,1314,degenerate,descend to,lapse into,,,,,,,,, 
妥,1538,59A5,728,gentle,peace,depravity,,,,,,,,, 
惰,1540,60F0,629,lazy,laziness,,,,,,,,,, 
打,335,6253,653,strike,hit,knock,pound,dozen,,,,,,, 
舵,,8235,2674,rudder,helm,wheel,,,,,,,,, 
楕,,6955,2531,ellipse,,,,,,,,,,, 
陀,,9640,2955,steep,,,,,,,,,,, 
駄,1541,99C4,1986,burdensome,pack horse,horse load,send by horse,,,,,,,, 
騨,,9A28,2804,dappled grey horse,,,,,,,,,,, 
体,165,4F53,957,body,substance,object,reality,counter for images,,,,,,, 
堆,,5806,2185,piled high,,,,,,,,,,, 
対,336,5BFE,1726,vis-a-vis,opposite,even,equal,versus,anti-,compare,,,,, 
耐,1542,8010,1164,-proof,enduring,,,,,,,,,, 
帯,539,5E2F,415,sash,belt,obi,zone,region,,,,,,, 
待,337,5F85,879,wait,depend on,,,,,,,,,, 
怠,1543,6020,745,neglect,laziness,,,,,,,,,, 
態,748,614B,2005,attitude,condition,figure,appearance,voice (of verbs),,,,,,, 
戴,,6234,2702,be crowned with,live under (a ruler),receive,,,,,,,,, 
替,1548,66FF,842,exchange,spare,substitute,per-,,,,,,,, 
泰,1545,6CF0,1570,peaceful,calm,peace,easy,Thailand,,,,,,, 
滞,1549,6EDE,416,stagnate,be delayed,overdue,arrears,,,,,,,, 
胎,1544,80CE,748,womb,uterus,,,,,,,,,, 
苔,,82D4,2356,moss,lichen,,,,,,,,,, 
袋,1546,888B,1006,sack,bag,pouch,,,,,,,,, 
貸,747,8CB8,1007,lend,,,,,,,,,,, 
退,746,9000,1465,retreat,withdraw,retire,resign,repel,expel,reject,,,,, 
逮,1547,902E,1160,apprehend,chase,,,,,,,,,, 
隊,540,968A,1306,regiment,party,company,squad,,,,,,,, 
黛,,9EDB,2864,blackened eyebrows,,,,,,,,,,, 
鯛,,9BDB,2812,sea bream,red snapper,,,,,,,,,, 
代,338,4EE3,1005,substitute,change,convert,replace,period,age,counter for decades of ages, eras, etc.,generation,charge,rate,fee, 
台,166,53F0,744,pedestal,a stand,counter for machines and vehicles,,,,,,,,, 
大,53,5927,107,large,big,,,,,,,,,, 
第,339,7B2C,1239,No.,residence,,,,,,,,,, 
醍,,918D,2747,whey,good Buddhist teaching,,,,,,,,,, 
題,340,984C,389,topic,subject,,,,,,,,,, 
鷹,,9DF9,2237,hawk,,,,,,,,,,, 
滝,1550,6EDD,537,waterfall,rapids,cascade,,,,,,,,, 
卓,1553,5353,51,eminent,table,desk,high,,,,,,,, 
啄,,5544,2168,peck,pick up,,,,,,,,,, 
宅,928,5B85,1916,home,house,residence,our house,my husband,,,,,,, 
托,,6258,2264,requesting,entrusting with,pretend,hint,,,,,,,, 
択,1551,629E,1074,choose,select,elect,prefer,,,,,,,, 
拓,1554,62D3,651,clear (the land),open,break up (land),,,,,,,,, 
沢,1552,6CA2,1072,swamp,,,,,,,,,,, 
濯,1556,6FEF,577,laundry,wash,pour on,rinse,,,,,,,, 
琢,,7422,2560,polish,,,,,,,,,,, 
託,1555,8A17,1917,consign,requesting,entrusting with,pretend,hint,,,,,,, 
濁,1558,6FC1,835,voiced,uncleanness,wrong,nigori,impurity,,,,,,, 
諾,1557,8AFE,351,consent,assent,agreement,,,,,,,,, 
茸,,8338,2394,mushroom,,,,,,,,,,, 
凧,,51E7,2139,kite,(kokuji),,,,,,,,,, 
蛸,,86F8,2690,octopus,,,,,,,,,,, 
只,,53EA,53,only,free,in addition,,,,,,,,, 
叩,,53E9,2166,strike,beat,hit,thrash,criticize,,,,,,, 
但,1559,4F46,953,however,but,,,,,,,,,, 
達,541,9054,552,accomplished,reach,arrive,attain,,,,,,,, 
辰,,8FB0,2008,sign of the dragon,7-9AM,fifth sign of Chinese zodiac,shin dragon radical (no. 161),,,,,,,, 
奪,1561,596A,566,rob,take by force,snatch away,dispossess,plunder,usurp,,,,,, 
脱,1560,8131,498,undress,removing,escape from,get rid of,be left out,take off,,,,,, 
巽,,5DFD,2861,southeast,,,,,,,,,,, 
竪,,7AEA,2618,length,height,warp,,,,,,,,, 
辿,,8FBF,2413,follow (road),pursue,,,,,,,,,, 
棚,1562,68DA,202,shelf,ledge,rack,mount,mantle,trellis,,,,,, 
谷,122,8C37,788,valley,,,,,,,,,,, 
狸,,72F8,2338,tanuki,raccoon,,,,,,,,,, 
鱈,,9C48,2819,codfish,(kokuji),,,,,,,,,, 
樽,,6A3D,2506,barrel,cask,keg,,,,,,,,, 
誰,,8AB0,2712,who,someone,somebody,,,,,,,,, 
丹,1563,4E39,2038,rust-colored,red,red lead,pills,,,,,,,, 
単,542,5358,1928,simple,one,single,merely,,,,,,,, 
嘆,1566,5606,1579,sigh,lament,moan,grieve,,,,,,,, 
坦,,5766,2188,level,wide,,,,,,,,,, 
担,929,62C5,668,shouldering,carry,raise,bear,,,,,,,, 
探,930,63A2,1327,grope,search,look for,,,,,,,,, 
旦,,65E6,30,daybreak,dawn,morning,,,,,,,,, 
歎,,6B4E,2859,grief,lamentation,,,,,,,,,, 
淡,1565,6DE1,164,thin,faint,pale,fleeting,,,,,,,, 
湛,,6E5B,2317,fill,wear (a smile),clear,pure,dense,deep,,,,,, 
炭,341,70AD,771,charcoal,coal,,,,,,,,,, 
短,342,77ED,1442,short,brevity,fault,defect,weak point,,,,,,, 
端,1567,7AEF,1167,edge,origin,end,point,border,verge,cape,,,,, 
箪,,7BAA,2631,bamboo rice basket,,,,,,,,,,, 
綻,,7DBB,2670,be rent,ripped,unravel,run,begin to open,smile,,,,,, 
耽,,803D,2679,addicted,absorbed in,,,,,,,,,, 
胆,1564,80C6,31,gall bladder,courage,pluck,nerve,,,,,,,, 
蛋,,86CB,2683,barbarian,egg,,,,,,,,,, 
誕,1568,8A95,393,nativity,be born,declension,lie,be arbitrary,,,,,,, 
鍛,1569,935B,1860,forge,discipline,train,,,,,,,,, 
団,749,56E3,582,group,association,,,,,,,,,, 
壇,1571,58C7,587,podium,stage,rostrum,terrace,,,,,,,, 
弾,1570,5F3E,1931,bullet,twang,flip,snap,,,,,,,, 
断,750,65AD,1136,severance,decline,refuse,apologize,warn,dismiss,prohibit,decision,judgement,cutting,, 
暖,932,6696,1949,warmth,,,,,,,,,,, 
檀,,6A80,2525,cedar,sandlewood,spindle tree,,,,,,,,, 
段,931,6BB5,1859,grade,steps,stairs,,,,,,,,, 
男,54,7537,859,male,,,,,,,,,,, 
談,543,8AC7,350,discuss,talk,,,,,,,,,, 
値,933,5024,978,price,cost,value,,,,,,,,, 
知,169,77E5,1223,know,wisdom,,,,,,,,,, 
地,167,5730,515,ground,earth,,,,,,,,,, 
弛,,5F1B,2242,slacken,relax,,,,,,,,,, 
恥,1572,6065,823,shame,dishonor,,,,,,,,,, 
智,,667A,1224,wisdom,intellect,reason,,,,,,,,, 
池,168,6C60,516,pond,cistern,pool,reservoir,,,,,,,, 
痴,1575,75F4,1683,stupid,foolish,,,,,,,,,, 
稚,1576,7A1A,896,immature,young,,,,,,,,,, 
置,545,7F6E,832,placement,put,set,deposit,leave behind,keep,employ,pawn,,,, 
致,1573,81F4,756,doth,do,send,forward,cause,exert,incur,engage,,,, 
遅,1574,9045,1067,slow,late,back,later,,,,,,,, 
馳,,99B3,2805,run,gallop,sail,drive (a wagon),win (fame),despatch,,,,,, 
築,751,7BC9,950,fabricate,build,construct,,,,,,,,, 
畜,1577,755C,1384,livestock,domestic fowl and animals,,,,,,,,,, 
竹,170,7AF9,937,bamboo,,,,,,,,,,, 
筑,,7B51,2637,an ancient musical instrument,,,,,,,,,,, 
蓄,1579,84C4,1385,amass,keeping a concubine,phonograph,,,,,,,,, 
逐,1578,9010,539,pursue,drive away,chase,accomplish,attain,commit,,,,,, 
秩,1580,79E9,903,regularity,salary,order,,,,,,,,, 
窒,1581,7A92,1321,plug up,obstruct,,,,,,,,,, 
茶,171,8336,252,tea,,,,,,,,,,, 
嫡,1582,5AE1,440,legitimate wife,direct descent (non-bastard),,,,,,,,,, 
着,343,7740,555,don,arrive,wear,counter for suits of clothing,,,,,,,, 
中,55,4E2D,39,in,inside,middle,mean,center,,,,,,, 
仲,934,4EF2,956,go-between,relationship,,,,,,,,,, 
宙,935,5B99,1109,mid-air,air,space,sky,memorization,interval of time,,,,,, 
忠,936,5FE0,602,loyalty,fidelity,faithfulness,,,,,,,,, 
抽,1584,62BD,1106,pluck,pull,extract,excel,,,,,,,, 
昼,172,663C,1075,daytime,noon,,,,,,,,,, 
柱,345,67F1,268,pillar,post,cylinder,support,,,,,,,, 
注,344,6CE8,267,pour,irrigate,shed (tears),flow into,concentrate on,notes,comment,annotate,,,, 
虫,56,866B,517,insect,bug,temper,,,,,,,,, 
衷,1585,8877,1891,inmost,heart,mind,inside,,,,,,,, 
註,,8A3B,2727,notes,comment,annotate,,,,,,,,, 
酎,,914E,2748,sake,,,,,,,,,,, 
鋳,1586,92F3,1566,casting,mint,,,,,,,,,, 
駐,1587,99D0,1982,stop-over,reside in,resident,,,,,,,,, 
樗,,6A17,2526,Japanese bead tree,,,,,,,,,,, 
猪,,732A,1262,boar,,,,,,,,,,, 
著,937,8457,1258,renowned,publish,write,remarkable,phenomenal,put on,don,wear,arrival,finish (race),counter for suits of clothing,literary work 
貯,546,8CAF,194,savings,store,lay in,keep,wear mustache,,,,,,, 
丁,346,4E01,91,street,ward,town,counter for guns, tools, leaves or cakes of something,even number,4th calendar sign,,,,,, 
兆,939,5146,235,portent,10**12,trillion,sign,omen,symptoms,,,,,, 
凋,,51CB,2135,wither,droop,lame,,,,,,,,, 
喋,,558B,2158,talk,chat,chatter,,,,,,,,, 
寵,,5BF5,2982,affection,love,patronage,,,,,,,,, 
帖,,5E16,2231,quire (of paper),bundle of seaweed,counter for screens,notebook,,,,,,,, 
帳,347,5E33,1922,notebook,account book,album,curtain,veil,net,tent,,,,, 
庁,938,5E81,591,government office,,,,,,,,,,, 
弔,1588,5F14,1233,condolences,mourning,funeral,,,,,,,,, 
張,752,5F35,1921,lengthen,counter for bows & stringed instruments,stretch,spread,put up (tent),,,,,,, 
彫,1590,5F6B,1710,carve,engrave,chisel,,,,,,,,, 
徴,1596,5FB4,887,indications,sign,omen,symptom,collect,seek,refer to,question,,,, 
懲,1599,61F2,888,penal,chastise,punish,discipline,,,,,,,, 
挑,1589,6311,658,challenge,contend for,make love to,,,,,,,,, 
暢,,66A2,2885,stretch,,,,,,,,,,, 
朝,175,671D,52,morning,dynasty,regime,epoch,period,(North) Korea,,,,,, 
潮,941,6F6E,141,tide,salt water,opportunity,,,,,,,,, 
牒,,7252,2926,label,genealogy,circular,,,,,,,,, 
町,57,753A,92,town,village,block,street,,,,,,,, 
眺,1591,773A,237,stare,watch,look at,see,scrutinize,,,,,,, 
聴,1598,8074,827,listen,headstrong,naughty,careful inquiry,,,,,,,, 
脹,1593,8139,1923,dilate,distend,bulge,fill out,swell,,,,,,, 
腸,547,8178,544,intestines,guts,bowels,viscera,,,,,,,, 
蝶,,8776,521,butterfly,,,,,,,,,,, 
調,348,8ABF,349,tune,tone,meter,key (music),writing style,prepare,exorcise,investigate,,,, 
諜,,8ADC,2726,spy out,reconnoiter,,,,,,,,,, 
超,1594,8D85,385,transcend,super-,ultra-,,,,,,,,, 
跳,1595,8DF3,1284,hop,leap up,spring,jerk,prance,buck,splash,sputter,snap,,, 
銚,,929A,2755,sake bottle,,,,,,,,,,, 
長,173,9577,1920,long,leader,,,,,,,,,, 
頂,940,9802,94,place on the head,receive,top of head,top,summit,peak,,,,,, 
鳥,174,9CE5,1941,bird,chicken,,,,,,,,,, 
勅,1600,52C5,1667,imperial order,,,,,,,,,,, 
捗,,6357,2269,make progress,,,,,,,,,,, 
直,349,76F4,73,straightaway,honesty,frankness,fix,repair,,,,,,, 
朕,1603,6715,2027,majestic plural,imperial we,,,,,,,,,, 
沈,1601,6C88,1888,sink,be submerged,subside,be depressed,aloes,,,,,,, 
珍,1602,73CD,1723,rare,curious,strange,,,,,,,,, 
賃,942,8CC3,1004,fare,fee,hire,rent,wages,charge,,,,,, 
鎮,1605,93AE,276,tranquilize,ancient peace-preservation centers,,,,,,,,,, 
陳,1604,9673,1301,exhibit,state,relate,explain,,,,,,,, 
津,1434,6D25,328,haven,port,harbor,ferry,,,,,,,, 
墜,1606,589C,1307,crash,fall (down),,,,,,,,,, 
椎,,690E,2505,oak,mallet,,,,,,,,,, 
槌,,69CC,2477,hammer,mallet,,,,,,,,,, 
追,350,8FFD,1268,chase,drive away,follow,pursue,meanwhile,,,,,,, 
鎚,,939A,2769,hammer,mallet,,,,,,,,,, 
痛,943,75DB,1690,pain,hurt,damage,bruise,,,,,,,, 
通,176,901A,1408,traffic,pass through,avenue,commute,counter for letters, notes, documents, etc.,,,,,,, 
塚,1607,585A,1039,hillock,mound,,,,,,,,,, 
栂,,6802,2488,hemlock,(kokuji),,,,,,,,,, 
掴,,63B4,2249,catch,seize,grasp,hold,arrest,capture,,,,,, 
槻,,69FB,2527,Zelkova tree,,,,,,,,,,, 
佃,,4F43,2111,cultivated rice field,,,,,,,,,,, 
漬,1608,6F2C,1545,pickling,soak,moisten,steep,,,,,,,, 
柘,,67D8,2517,wild mulberry,,,,,,,,,,, 
辻,,8FBB,279,crossing,crossroad,street corners,(kokuji),,,,,,,, 
蔦,,8526,1945,vine,ivy,,,,,,,,,, 
綴,,7DB4,2073,compose,spell,write,bind (books),,,,,,,, 
椿,,693F,1569,camellia,,,,,,,,,,, 
潰,,6F70,2319,crush,smash,break,dissipate,,,,,,,, 
坪,1609,576A,1486,two-mat area,‾36 sq ft,,,,,,,,,, 
壷,,58F7,2904,jar,pot,hinge knuckle,one's aim,,,,,,,, 
嬬,,5B2C,2203,mistress,weak,,,,,,,,,, 
紬,,7D2C,2666,pongee (a knotted silk cloth),,,,,,,,,,, 
爪,,722A,727,claw,nail,talon,,,,,,,,, 
吊,,540A,2171,suspend,hang,wear (sword),,,,,,,,, 
釣,1592,91E3,273,angling,fish,catch,allure,ensnare,,,,,,, 
鶴,,9DB4,1943,crane,stork,,,,,,,,,, 
亭,1614,4EAD,311,pavilion,restaurant,mansion,arbor,cottage,vaudeville,music hall,stage name,,,, 
低,548,4F4E,1831,lower,short,humble,,,,,,,,, 
停,550,505C,977,halt,stopping,,,,,,,,,, 
偵,1619,5075,981,spy,,,,,,,,,,, 
剃,,5243,2146,shave,,,,,,,,,,, 
貞,1615,8C9E,55,upright,chastity,constancy,righteousness,,,,,,,, 
呈,1611,5448,262,display,offer,present,send,exhibit,,,,,,, 
堤,1620,5824,390,dike,bank,embankment,,,,,,,,, 
定,351,5B9A,382,determine,fix,establish,decide,,,,,,,, 
帝,1616,5E1D,435,sovereign,the emperor,god,creator,,,,,,,, 
底,549,5E95,1833,bottom,sole,depth,bottom price,base,kind,sort,,,,, 
庭,352,5EAD,590,courtyard,garden,yard,,,,,,,,, 
廷,1610,5EF7,508,courts,imperial court,government office,,,,,,,,, 
弟,177,5F1F,1240,younger brother,faithful service to elders,,,,,,,,,, 
悌,,608C,2283,serving our elders,,,,,,,,,,, 
抵,1612,62B5,1832,resist,reach,touch,,,,,,,,, 
挺,,633A,2267,counter for guns, inksticks, palanquins, rickshaws,bravely volunteer,,,,,,,,,, 
提,753,63D0,665,propose,take along,carry in hand,,,,,,,,, 
梯,,68AF,2479,ladder,stairs,insatiable drinking,,,,,,,,, 
汀,,6C40,2312,water's edge,shore,bank,,,,,,,,, 
碇,,7887,2587,anchor,grapnel,,,,,,,,,, 
禎,,798E,2603,happiness,blessed,good fortune,auspicious,,,,,,,, 
程,754,7A0B,894,extent,degree,law,formula,distance,limits,amount,,,,, 
締,1622,7DE0,1340,tighten,tie,shut,lock,fasten,,,,,,, 
艇,1621,8247,1876,rowboat,small boat,,,,,,,,,, 
訂,1617,8A02,339,revise,correct,decide,,,,,,,,, 
諦,,8AE6,2716,abandon,give up,,,,,,,,,, 
蹄,,8E44,2741,hoof,,,,,,,,,,, 
逓,1618,9013,1858,relay,in turn,sending,,,,,,,,, 
邸,1613,90B8,1841,residence,mansion,,,,,,,,,, 
鄭,,912D,2425,an ancient Chinese province,,,,,,,,,,, 
釘,,91D8,2766,nail,tack,peg,,,,,,,,, 
鼎,,9F0E,2865,three legged kettle,,,,,,,,,,, 
泥,1623,6CE5,1055,mud,mire,adhere to,be attached to,,,,,,,, 
摘,1625,6458,657,pinch,pick,pluck,trim,clip,summarize,,,,,, 
擢,,64E2,2272,excel in,surpass,pull out,select,,,,,,,, 
敵,756,6575,443,enemy,foe,opponent,,,,,,,,, 
滴,1626,6EF4,442,drip,drop,,,,,,,,,, 
的,551,7684,69,bull's eye,mark,target,object,adjective ending,,,,,,, 
笛,1624,7B1B,1111,flute,clarinet,pipe,whistle,bagpipe,piccolo,,,,,, 
適,755,9069,441,suitable,occasional,rare,qualified,capable,,,,,,, 
鏑,,93D1,2758,arrowhead,,,,,,,,,,, 
溺,,6EBA,2308,drown,indulge,,,,,,,,,, 
哲,1628,54F2,1131,philosophy,clear,,,,,,,,,, 
徹,1629,5FB9,886,penetrate,clear,pierce,strike home,sit up (all night),,,,,,, 
撤,1630,64A4,760,remove,withdraw,disarm,dismantle,reject,exclude,,,,,, 
迭,1627,8FED,847,transfer,alternation,,,,,,,,,, 
鉄,353,9244,846,iron,,,,,,,,,,, 
典,552,5178,1827,code,ceremony,law,rule,,,,,,,, 
填,,586B,2190,fill in,,,,,,,,,,, 
天,58,5929,428,heavens,sky,imperial,,,,,,,,, 
展,944,5C55,1925,unfold,expand,,,,,,,,,, 
店,178,5E97,588,store,shop,,,,,,,,,, 
添,1631,6DFB,634,annexed,accompany,marry,suit,meet,satisfy,attach,append,garnish,imitate,, 
纏,,7E8F,2663,wear,wrap,tie,follow around,collect,,,,,,, 
貼,,8CBC,2736,stick,paste,apply,,,,,,,,, 
転,354,8EE2,420,revolve,turn around,change,,,,,,,,, 
顛,,985B,2789,overturn,summit,origin,,,,,,,,, 
点,179,70B9,169,spot,point,mark,speck,decimal point,,,,,,, 
伝,553,4F1D,963,transmit,go along,walk along,follow,report,communicate,legend,tradition,,,, 
殿,1632,6BBF,1805,Mr.,hall,mansion,palace,temple,lord,,,,,, 
澱,,6FB1,2300,sediment,grounds,dregs,stagnant,,,,,,,, 
田,59,7530,14,rice field,rice paddy,,,,,,,,,, 
電,180,96FB,535,electricity,,,,,,,,,,, 
兎,,514E,2093,rabbit,hare,,,,,,,,,, 
吐,1634,5410,151,spit,vomit,belch,confess,tell (lies),,,,,,, 
堵,,5835,2192,fence,railing,enclosure,,,,,,,,, 
塗,1637,5857,1663,paint,plaster,daub,smear,coating,,,,,,, 
妬,,59AC,2195,jealous,envy,,,,,,,,,, 
屠,,5C60,2217,slaughter,butcher,slay,,,,,,,,, 
徒,554,5F92,878,junior,emptiness,vanity,futility,uselessness,ephemeral thing,gang,set,party,people,, 
斗,1633,6597,1177,Big Dipper,10 sho (vol),sake dipper,dots and cross radical (no. 68),,,,,,,, 
杜,,675C,2500,woods,grove,,,,,,,,,, 
渡,1636,6E21,1195,transit,ford,ferry,cross,import,deliver,diameter,migrate,,,, 
登,360,767B,1703,ascend,climb up,,,,,,,,,, 
賭,,8CED,1264,gamble,wager,bet,,,,,,,,, 
途,1635,9014,1661,route,way,road,,,,,,,,, 
都,355,90FD,1846,metropolis,capital,,,,,,,,,, 
砥,,7825,2590,whetstone,grindstone,,,,,,,,,, 
砺,,783A,2595,whetstone,polish,,,,,,,,,, 
努,555,52AA,865,toil,diligent,as much as possible,,,,,,,,, 
度,356,5EA6,1194,degrees,occurrence,time,counter for occurrences,,,,,,,, 
土,60,571F,150,soil,earth,ground,Turkey,,,,,,,, 
奴,1638,5974,702,guy,slave,manservant,fellow,,,,,,,, 
怒,1639,6012,703,angry,be offended,,,,,,,,,, 
倒,1643,5012,980,overthrow,fall,collapse,drop,break down,,,,,,, 
党,946,515A,797,party,faction,clique,,,,,,,,, 
冬,182,51AC,427,winter,,,,,,,,,,, 
凍,1644,51CD,506,frozen,congeal,refrigerate,,,,,,,,, 
刀,181,5200,83,sword,saber,knife,,,,,,,,, 
唐,1645,5510,1157,T'ang,China,,,,,,,,,, 
塔,1651,5854,254,pagoda,tower,steeple,,,,,,,,, 
套,,5957,2901,hackneyed,,,,,,,,,,, 
島,358,5CF6,1948,island,,,,,,,,,,, 
嶋,,5D8B,2976,island,,,,,,,,,,, 
悼,1648,60BC,621,lament,grieve over,,,,,,,,,, 
投,357,6295,706,throw,discard,abandon,launch into,join,invest in,hurl,give up,sell at a loss,,, 
搭,1652,642D,646,board,load (a vehicle),ride,,,,,,,,, 
東,184,6771,504,east,,,,,,,,,,, 
桃,1646,6843,236,peach tree,,,,,,,,,,, 
棟,1653,68DF,505,ridgepole,ridge,,,,,,,,,, 
盗,1649,76D7,1451,steal,rob,pilfer,,,,,,,,, 
湯,359,6E6F,546,hot water,bath,hot spring,,,,,,,,, 
灯,556,706F,165,lamp,a light,light,counter for lights,,,,,,,, 
燈,,71C8,2972,nonstandard for J825,,,,,,,,,,, 
当,183,5F53,1153,hit,right,appropriate,himself,,,,,,,, 
痘,1654,75D8,1684,pox,smallpox,,,,,,,,,, 
祷,,7977,2598,pray,,,,,,,,,,, 
等,361,7B49,945,etc.,and so forth,class (first),quality,equal,similar,,,,,, 
答,185,7B54,947,solution,answer,,,,,,,,,, 
筒,1655,7B52,944,cylinder,pipe,tube,gun barrel,sleeve,,,,,,, 
糖,947,7CD6,1158,sugar,,,,,,,,,,, 
統,757,7D71,1347,overall,relationship,ruling,governing,,,,,,,, 
到,1641,5230,755,arrival,proceed,reach,attain,result in,,,,,,, 
蕩,,8569,2357,melt,be charmed,captivated,,,,,,,,, 
藤,,85E4,1210,wisteria,,,,,,,,,,, 
討,945,8A0E,340,chastise,attack,defeat,destroy,conquer,,,,,,, 
謄,1658,8B04,1211,mimeograph,copy,,,,,,,,,, 
豆,1640,8C46,1440,beans,pea,midget,,,,,,,,, 
踏,1657,8E0F,1287,step,trample,carry through,appraise,evade payment,,,,,,, 
逃,1642,9003,283,escape,flee,shirk,evade,set free,,,,,,, 
透,1647,900F,915,transparent,permeate,filter,penetrate,,,,,,,, 
陶,1650,9676,1966,pottery,porcelain,,,,,,,,,, 
頭,186,982D,1441,head,counter for large animals,,,,,,,,,, 
騰,1660,9A30,1989,inflation,advancing,going,,,,,,,,, 
闘,1659,95D8,1629,fight,war,,,,,,,,,, 
働,558,50CD,1678,work,(kokuji),,,,,,,,,, 
動,362,52D5,1676,move,motion,change,confusion,shift,shake,,,,,, 
同,187,540C,180,same,agree,equal,,,,,,,,, 
堂,557,5802,798,public chamber,hall,,,,,,,,,, 
導,759,5C0E,278,guidance,leading,conduct,usher,,,,,,,, 
憧,,61A7,2280,yearn after,long for,aspire to,admire,adore,,,,,,, 
撞,,649E,2245,thrust,pierce,stab,prick,,,,,,,, 
洞,1661,6D1E,181,den,cave,excavation,,,,,,,,, 
瞳,,77B3,437,pupil,,,,,,,,,,, 
童,363,7AE5,436,juvenile,child,,,,,,,,,, 
胴,1662,80F4,182,trunk,torso,hull (ship),hub of wheel,,,,,,,, 
萄,,8404,2379,grape vine,wild grape,,,,,,,,,, 
道,188,9053,277,road-way,street,district,journey,course,moral,teachings,,,,, 
銅,758,9285,272,copper,,,,,,,,,,, 
峠,1663,5CE0,773,mountain peak,mountain pass,climax,crest,(kokuji),,,,,,, 
匿,1664,533F,1692,hide,shelter,shield,,,,,,,,, 
得,761,5F97,876,gain,get,find,earn,acquire,can,may,able to,profit,advantage,benefit, 
徳,762,5FB3,885,benevolence,virtue,goodness,commanding respect,,,,,,,, 
涜,,6D9C,2297,defile,blaspheme,ditch,,,,,,,,, 
特,760,7279,246,special,,,,,,,,,,, 
督,1665,7763,719,coach,command,urge,lead,supervise,,,,,,, 
禿,,79BF,2606,become bald,bare,wear out,waste away,little girl employed at a brothel,,,,,,, 
篤,1666,7BE4,1988,fervent,kind,cordial,serious,deliberate,,,,,,, 
毒,559,6BD2,1531,poison,virus,venom,germ,harm,injury,spite,,,,, 
独,763,72EC,522,single,alone,spontaneously,Germany,,,,,,,, 
読,189,8AAD,348,read,,,,,,,,,,, 
栃,,6803,514,horse chestnut,(kokuji),,,,,,,,,, 
凸,1667,51F8,34,convex,beetle brow,uneven,,,,,,,,, 
突,1668,7A81,1319,stab,protruding,thrusting,thrust,pierce,prick,,,,,, 
届,948,5C4A,1110,deliver,reach,arrive,report,notify,forward,,,,,, 
鳶,,9CF6,2836,black kite,fireman,hook,,,,,,,,, 
苫,,82EB,2397,rush matting,,,,,,,,,,, 
寅,,5BC5,2006,sign of the tiger,3-5AM,third sign of Chinese zodiac,,,,,,,,, 
酉,,9149,1427,west,bird,sign of the bird,5-7PM,tenth sign of Chinese zodiac,sake radical (no. 164),,,,,, 
瀞,,701E,2323,pure water,clear water,pool in a river,,,,,,,,, 
噸,,5678,2949,tonnage,(kokuji),,,,,,,,,, 
屯,1669,5C6F,2033,barracks,police station,camp,,,,,,,,, 
惇,,60C7,2279,sincere,kind,considerate,,,,,,,,, 
敦,,6566,2931,industry,kindliness,,,,,,,,,, 
沌,,6C8C,2326,primeval chaos,,,,,,,,,,, 
豚,1670,8C5A,538,pork,pig,,,,,,,,,, 
遁,,9041,2416,flee,escape,shirk,evade,set free,,,,,,, 
頓,,9813,2788,suddenly,immediately,in a hurry,,,,,,,,, 
呑,,5451,2080,drink,,,,,,,,,,, 
曇,1672,66C7,424,cloudy weather,cloud up,,,,,,,,,, 
鈍,1671,920D,1495,dull,slow,foolish,blunt,,,,,,,, 
奈,,5948,1094,Nara,what?,,,,,,,,,, 
那,,90A3,2960,what?,,,,,,,,,,, 
内,364,5185,1019,inside,within,between,among,house,home,,,,,, 
凪,,51EA,2140,lull,calm,(kokuji),,,,,,,,, 
薙,,8599,2353,mow down (the enemy),,,,,,,,,,, 
謎,,8B0E,2709,riddle,puzzle,enigma,hint,tip,,,,,,, 
灘,,7058,2321,open sea,,,,,,,,,,, 
捺,,637A,2250,press,print,affix a seal,stamp,,,,,,,, 
鍋,,934B,2757,pot,pan,kettle,,,,,,,,, 
楢,,6962,2493,oak,,,,,,,,,,, 
馴,,99B4,2807,get used to,experienced,tamed,,,,,,,,, 
縄,1420,7E04,1377,straw rope,cord,,,,,,,,,, 
畷,,7577,2072,rice field ridge path,,,,,,,,,,, 
南,190,5357,1613,south,,,,,,,,,,, 
楠,,6960,1614,camphor tree,,,,,,,,,,, 
軟,1673,8EDF,470,soft,,,,,,,,,,, 
難,949,96E3,1580,difficult,impossible,trouble,accident,defect,,,,,,, 
汝,,6C5D,2303,you,thou,,,,,,,,,, 
二,61,4E8C,2,two,two radical (no.2),,,,,,,,,, 
尼,1674,5C3C,1054,nun,,,,,,,,,,, 
弐,950,5F10,355,II,two,second,,,,,,,,, 
